"review_name","review_stars","review_comment"
"Matt D.","1.0 out of 5 stars","Shrink shrink shrink yeah they went in trash once they fit 8 year olds"
"D. Ducharme","1.0 out of 5 stars","The shirts all shrink after a couple washes. By the third wash they were all turned into garage rags because they didn’t fit"
"Husband of Mother of Two","1.0 out of 5 stars","All it took was one wash for these things to shrink so much that now they don't even stay tucked in. I am 5'10, 160lbs and ordered large. Awful tee shirts. Why can't someone make an affordable tee shirt that doesn't shrink the first time you wash it?"
"Ken","1.0 out of 5 stars","Terrible quality. Not long enough. Shrunk in wash. Scratchy and itchy. Stretches out while wearing. Worst shirt I've ever purchased on Amazon."
"Nurzhan","1.0 out of 5 stars","The description of this product absolutely bulshit, the sizes of these V-Neck shirts are different!!!
Never never never buy the product from them!!!
I am so freaking upset!!!"
"Eric Tyson","1.0 out of 5 stars","More like an ex-large size. EXACTLY what I didnt want wasted $50.00. Thanks"
"M. M","1.0 out of 5 stars","If you are short waisted and stocky, it might be functionally ok. Not long enought to stay tucked in under a dress shirt, yet very loose fitting. Very disappointed."
"Alejandra hernandez","1.0 out of 5 stars","2 of the shirts were defective. One had a huge hole and the other one was dirty like it was used. I started a return but I haven’t had time to go to the UPS store to return. Don’t but unless you want to drive to return."
"greeg martensite","1.0 out of 5 stars","Thin light weight material. Not the good gildan."
"Tim R.","1.0 out of 5 stars","Ordered these as undershirts for day to day use under dress shirts. The V cut is more of a woman's cut than a man's. The material is ultra thin and comes out of the package feeling like its been used before (picture that commercial where the guy's V looks like a U). It was a good price, but the value's not there. I won't buy again."
"William Roman","1.0 out of 5 stars","It’s a very stiff Cotton, thought it would be softer and a lot of the shirts threading was hanging out. They fit a little bigger than expected I don’t think It’s an exact large"
"FLANERCE","1.0 out of 5 stars","I just needed some white t-shirts and ordered a medium and the ones I recieved fit like a large. I have t- shirts already that are mediums and they do not fit as loose as these. This is inconvenient that now I have to take time out to drop these shirts off at a ups and that whole process. If you order these t-shirts makes sure you order a size down."
"Dr. Jones","1.0 out of 5 stars","The shirt length is wayyyyyyy too short. The overall fit of the shirt is wayyyyyyyy too loose. Honestly threw them away in disgust."
"Nate","1.0 out of 5 stars","Really disappointed, first wash and frayed threads on every shirt"
"Eddie Turner","1.0 out of 5 stars","These shirts are comedically short, which means they don't stay tucked in. It was annoying, I had to get rid of them immediately. I've worn many brands and never had this problem before. I'm paying a few bucks more and getting a reliable brand this time."
"Patrick Alvarez","1.0 out of 5 stars","The material is very itchy. Not comfortable at all, not even as a t-shirt I would want to work in yard with. You get what you pay for..."
"Abdol Hajipour","1.0 out of 5 stars","On the neck was tied it sticks to my body"
"Yigara","1.0 out of 5 stars","These are the worst tshirts I have ever had. Don't waste your money. Better tshirts at dollar tree."
"John T.","1.0 out of 5 stars","I have a set of these shirts that I order about a year ago. They were fine. This set for whatever reason every single one of them the seam where the V meets by the throat is crooked which then in return make one side of the neck longer than the other. Essentially every shirt is lopsided. I didn’t realize this until it was too late to return."
"Kellen H.","1.0 out of 5 stars","The cut of the shirt is so boxy. I have now ordered two sets of these is two different sizes to find that the arms are cut short, torso is short and boxy and doesn’t fit as well as they advertised. Won’t be buying this product again."
"Thomas Laurance","1.0 out of 5 stars","The material is too cheap that its not comfortable to wear and I threw them out / all of them"
"Jordan","1.0 out of 5 stars","Shrinks too much I washed them once they shrank badly I had to give them to my kids to wear"
"Robert_in_CA","1.0 out of 5 stars","Saving money is important, but I recommend paying more for a better T-shirt."
"Venyc82","1.0 out of 5 stars","I have only used 3 shirt of the 6 , and 2 shirts have holes after the second wash. Very bad quality and the return window is already close. Stay away from this brand."
"MAYRA","1.0 out of 5 stars","Gildan went you wash this tshirt come out little or tooooo big. Dont undestand"
"RWR","1.0 out of 5 stars","You don't get what you don't pay for."
"Warriorsfan","1.0 out of 5 stars","simply uncomfortable low quality super cheap product, I would rather spend $7 on 32deg shirts that allows 100x more comfort"
"Leilani Diaz","1.0 out of 5 stars","These hastily sewn together fabrics are being sold as ""t-shirts"" but they fit like bed sheets. The sleeves are oddly short. I look like a sailor who purposely rolls up their sleeves to show off my guns."
"fachmad ben jones","1.0 out of 5 stars","honestly when i received shirts looked crisp, felt very soft and were a bit lengthy....
ONE WASH LATER....SUPER TIGHT BY shoulder and arms and shrunk well more than expected. stick with hanes or fruit of loom none are ideal long term cause lower teir and price and quality, but THESE ARE HORRENDOUS!!!!!!"
"Samurai","1.0 out of 5 stars","Faded after 1st use and too large"
"Crippled guy","1.0 out of 5 stars","I ordered 2XL like the previous 12 shirts. They were made in Honduras. These were made in Bangladesh and they don't have the same pattern. These are more like 1XL; too tight.
I am returning them."
"DaWorkinMan","1.0 out of 5 stars","4-pk NOT 5-pk. Extremely deceptive in pic showing 5-pk. Not only does price go up on XXL, but the number of T-shirts goes down. Nicely tucked away in decription."
"Amazon Customer","1.0 out of 5 stars","Had a hole in one of the shirts upon delivery and the necks got stretched out real quick. Get what you pay for I guess."
"Average user","1.0 out of 5 stars","Ordered XL twice - sent me L's twice"
"_scm_1","1.0 out of 5 stars","Nice material but the neck is way too big in these shirts, almost like a tank top."
"Duke NJ","1.0 out of 5 stars","Not even good enough for rags.
Size is way off and made for obese people to make them feel better.
Size L is actually XXL.
Quality is pure rubbish."
"TRAVIS HILL","1.0 out of 5 stars","Terrible! Wash up horrible. Rough to touch! Useless. Spend more to get more."
"A. Green","1.0 out of 5 stars","I ordered 5 Med shirts and got 2 Med V neck and 3 sm reg tee....my son got more out of it than I did"
"Aref","1.0 out of 5 stars","cotton materials is bad ,Not comfortable and Feel the rough skin"
"DA Technologies","1.0 out of 5 stars","Fit like oversize pajamas. Sleeves are too long. V-neck too large....more like a women's blouse."
"Dave Johnson","1.0 out of 5 stars","Stretched beyond recognition after a few washes. The v-neck is now way too big and looks ridiculous. I won't even wear it to the gym."
"Steve Viking","1.0 out of 5 stars","Every shirt was a different size. Crappy product. Don’t buy it"
"JOHN VIVAS","1.0 out of 5 stars","Mala compra son feas y no me gusta la calidad me arrepiento"
"sher","1.0 out of 5 stars","You get what you pay for"
"Kedwin Guillen","1.0 out of 5 stars","Don't get fooled by the price , poor quality, decoloraion after 1st wash."
"Ernestine","1.0 out of 5 stars","I received 4 shirts instead of five. The shorts were supposed to be assorted but I received 3 black and one odd colored shirt. Not happy with this purchase."
"Zak alsay","1.0 out of 5 stars","The chest was about 46 and was described as 41"
"Tee","1.0 out of 5 stars","Way too small. Order your normal size, if not one bigger.
I went on the information I read in other peoples reviews and it was completely wrong. They recommended ordering 1 or 2 sizes down and noted that the shirts out of the packets were very large. I wear a L so ordered S and guess what, they were small! The sizing chart didn't really help either. Such is the risk of guessing sizes and ordering online."
"Johnathan Pearson","1.0 out of 5 stars","The shirts are all different sizes and the v neck is cut low and awkwardly shaped. I wouldn’t recommend this product."
"Amazon Customer","1.0 out of 5 stars","Strong smell out of the package. Discoloration after only one wash. I've previously purchased this exact pack of shirts before from another retailer. The older shirts look better than these after a single wash."
"Sabrina M.","1.0 out of 5 stars","Shirts fit out of the bag but shrunk in the wash on delicate cold with a low heat dry. Sending back. Frustrating and disappointing."
"Curtis C. Morgan","1.0 out of 5 stars","These are going straight into the rag bin...just awful."
"rs","1.0 out of 5 stars","they need to pre shrink these, makes the quality seem bad, all stretched out etc..."
"Renee","1.0 out of 5 stars","I got the wrong size"
"Juan Perez","1.0 out of 5 stars","Really underwhelmed by these t shirts quality and fit. Very loose fit, short sleeves (compared to overall size), V neck opening is huge as if the shirt had 200 uses, and the fabric was is not that soft. However, in all honesty, its a pack of 6 units for around 15$, so i should have known better."
"Highly recommended NSXED","1.0 out of 5 stars","Good quality highly recommend it"
"David","1.0 out of 5 stars","The v-neck dips much lower on the chest than expected. Wont buy these particular ones again."
"Andrew","1.0 out of 5 stars","The neckline is unusually low while the shoulders too narrow"
"D Davis","1.0 out of 5 stars","These shirts are not soft. Allegedly 100 percent cotton. Feel like sandpaper. rough"
"Happy Day","1.0 out of 5 stars","Design for someone with a large belly. Im on the tone side and the shirt fits pretty loose around my abdomen. Feel like I’m wearing a blanket."
"Steven M. Oleksy","1.0 out of 5 stars","Small for size"
"Eugene","1.0 out of 5 stars","Shirts came in with holes in them. Didn't expect this from Gildan. Haven't made up my mind if its worth going through the hassle of returning yet."
"JOHN D. VENEZIA","1.0 out of 5 stars","It would be a mistake if I brought this again Hannes quality is so much better"
"Insightfully","1.0 out of 5 stars","Horrible and cheap. All the stitching is falling out."
"Amazon Customer","1.0 out of 5 stars","The shirt is ruined right after one wash (holes, overall structure integrity) following wash instruction. I only wore them once too, then washed. They were only great out of their bag brand new. These would be satisfying if you throw your shirts away after the first use."
"brady","1.0 out of 5 stars","Bad cut"
"suresh","1.0 out of 5 stars","One of the t shirt came with holes on it"
"Paul Cox","1.0 out of 5 stars","The shirts are way to thin and feel cheap!"
"CHRISTIAN N ROULA","1.0 out of 5 stars","Amazon advertise for a tight V-neck it is really not, it wide and long down. Very dissatisfied I just bought rags. Returning it will cost to much money. Bought also the white T-shirt I should know better not to buy items like online."
"Joseph","1.0 out of 5 stars","Not worth the cost. The shirts did not fulfill my needs but they may work for others."
"Joey V","1.0 out of 5 stars","Wash them and they are ruined. The shirts become disfigured and fit terrible. They fit great out of the packaging. Will not buy again."
"dhk","1.0 out of 5 stars","It's seems impossible to find a decent t-shirt. It's like nobody cares to to pay attention to what's important. First, the care label it pretty useless and men don't do laundry that way, but it was followed as close as possible. The new shirts were measured against my old Hanes and were over five inches longer. After the first wash and dry on permanent press they shrunk to almost the same size which is too short. Second, the v-neck is not cut right, the t-shirt can be seen when when you wear your top button open on your shirt. They'll make good cleaning rags.
A good t-shirt should not shrink and v-necks should not be seen when the top button on the shirt is open. They should also have practical care instructions and should be able to be washed on hot and dried on high."
"Olivier Dalipagic","1.0 out of 5 stars","The shirt is not slim fit, is cotton thin and very flimsy. Avoid unless you want to use it for car repairs."
"Aiden","1.0 out of 5 stars","Not good"
"Hevher","1.0 out of 5 stars","Do not buy these shirts, the material is rough and super uncomfortable."
"DAZ","1.0 out of 5 stars","Bought large, but there is a small in the package. Apparently, they were sending out opened/returned/mixed items as NEW!"
"Jesse","1.0 out of 5 stars","You get what you pay for.."
"Tater","1.0 out of 5 stars","Very thin material and shrank dramatically.
These shirts are in the garbage, where they belong."
"George","1.0 out of 5 stars","Cheap material. Too thin. One wash now holes all over."
"robert","1.0 out of 5 stars","They go to crap once you wash them"
"Racquel Robertson","1.0 out of 5 stars","After the first wash, the threads at the armpits started to reel out especially in the black ones. Other than that the material is nice and cool, but the quality of the make of the shirts is very poor."
"Jessica","1.0 out of 5 stars","Horrible right out of the dryer it’s is the size of a kids tee"
"Amazon Customer","1.0 out of 5 stars","After a wash, the V neck area got all wrinkled."
"3384","1.0 out of 5 stars","The v neck t- shirt ,I never recites them and if i did they should of been size xxx .So what do i do now . Thank You Curt Gardner"
"Lucas j","1.0 out of 5 stars","very bad quality"
"RODOLFO JOSE GUIRIGAY","1.0 out of 5 stars","Tuve q devolver el producto, el cuello en V era muy grande."
"Rockford","1.0 out of 5 stars","Ordered and received 2X the size of a Large, too small for me."
"Amanda","1.0 out of 5 stars","The shirts came and they are great... However in two of the shirts that arrived they have tiny holes in them. Very disappointing"
"Kenneth J. King","1.0 out of 5 stars","the neck hole is too far back. the shirt pulls up around the neck"
"Mel","1.0 out of 5 stars","Cheap material, not very good looking when wearing them."
"Ted Flores","1.0 out of 5 stars","My wife medium first and they were to small on the chest and shoulders, I ordered the large and there to big. Thank5"
"Michael khan","1.0 out of 5 stars","Fits ok but the threading started coming out after the first wash. A worst buy!"
"Pan","1.0 out of 5 stars","Stitching came out under arm of one shirt on first wear. I was lazing about, no heavy use. Only the second one I have worn. Poor quality. Amazon should and could do better with the products they promote."
"Arawak","1.0 out of 5 stars","V-neck is too wide"
"Emily","1.0 out of 5 stars","The shirt is way too big. I normally wear the same size but these shirts run larger. Took way to long to ship, even with amazon prime."
"David A. Culver","1.0 out of 5 stars","Fellow undershirt wearing colleagues: this is like wearing sandpaper under your dress shirt. I don’t know how they got such good reviews and why Amazon would recommend them so highly. To the trash they will go. Do not purchase!"
"raj","1.0 out of 5 stars","These tshirt are way too small."
"barb","1.0 out of 5 stars","Only 4 T-shirts instead of 5."
"margaret","1.0 out of 5 stars","there was a mistake, it shows that i ordered the wrong style of t-shirts, i received the v-neck style i don't how that was possible, i always double check my order before i click accept , i really feel something went wrong?"
"mstasek","1.0 out of 5 stars","The shirts are loose almost blousey. Not good for tucking in as an undershirt. The material is not soft like you would expect cotton to feel."
"cesar","1.0 out of 5 stars","The worst purchase I have ever made, first I thought I was not washing clothes properly, but I have to do several washing tests with these shirts, since you put them on they smell bad, no matter what detergent you use."
"Omar","1.0 out of 5 stars","Very bad product"
"Bob","1.0 out of 5 stars","Enjoy wearying one time because they shrink down at least a size on very first wash."
"Rogue827","1.0 out of 5 stars","Ordered a large size pack and the size is more like xxl. Shirt is made from rough cotton"
"GSchaeferina","1.0 out of 5 stars","Don't buy junk!"
"Pablo Rodriguez","1.0 out of 5 stars","Not really comfortable and shrinks quite alot in the dryer in comparison to hanes. Much cheaper though."
"Cliente de Amazon","1.0 out of 5 stars","Mal confección y mala tela"
"Ses","1.0 out of 5 stars","These t shirts shrunk with frist cold water wash"
"ceilidhe","1.0 out of 5 stars","Thin and fade fast"
"Chen Zhi Gang","1.0 out of 5 stars","This product has shrunk seriously after washing. This lesson taught me not to be greedy for cheap."
"Howard ODell","1.0 out of 5 stars","I bought extra large and after washing them they shrunk up about two sizes I can’t wear a bad buy"
"Kendall Hissem","1.0 out of 5 stars","Shirts are much larger than XXL.. one fell apart on the first wash."
"Theo_W","1.0 out of 5 stars","The quality of the tshirt were not good, they are also not stretchy at all, going back to Gap tshirts.
This ones will be donated"
"Rodrigo Lindemberg","1.0 out of 5 stars","Bad. Very bad quality. I thought it might be fairly good, but quality is much worst than I expected. Even for a cheap shirt. Very disappointed."
"epmoreno","1.0 out of 5 stars","Not worth it, recently purchased these shirts & they are already wearing out & strings are coming apart, will not purchase again"
"TWIIN","1.0 out of 5 stars","First wash, the v-neck got larger and the length of the shirt shortened too much. Poor quality Never again will i buy these"
"Braulio Padron","1.0 out of 5 stars","way to wide at the waist looks wanky. Decided to wash them to see if they would shrunk some I was wrong"
"Bill Denson","1.0 out of 5 stars","Perfect fit before wash; shrank two sizes in first wash."
"Amazon Customer","1.0 out of 5 stars","very cheap quailty disappointed"
"George Jeha","1.0 out of 5 stars","Wider neck and upper chest than usual looking more square than rectangle"
"Amazon Customer","1.0 out of 5 stars","The v extends too far down your chest"
"Ricardo","1.0 out of 5 stars","Dos de las camisetas estaban rotas endefinitiva solo dare 1 estrella por eso no me sirvio mucho esta compra."
"T","1.0 out of 5 stars","Not true to fit, extremely wide bodied"
"Amazon Customer","1.0 out of 5 stars","I wouldn't order this again."
"Amanda Riel","1.0 out of 5 stars","Their shirts where big, then after being washed to small, and they dont sit right and look sloppy!"
"yer xiong","1.0 out of 5 stars","You would think they do a good job at packing clothes, I guess I just lost 1 shirt to dirty dust."
"Miguel Jimenez","1.0 out of 5 stars","I ordered a pack of the assorted v-neck shirts by Gildan and I was highly disappointed. The v-neck part of the shirt was too wide and the fabric was extremely thin. Please stay away if you can and buy them from the mall instead."
"Joshua Dickey","1.0 out of 5 stars","I got a size bigger than I normally get and they still were extremely small. Haven’t been able to wear the shirts at all"
"sandy","1.0 out of 5 stars","Shirt tore in under arm after first wash"
"Leroy wallace","1.0 out of 5 stars","Awful"
"cin","1.0 out of 5 stars","After 2-3 washings noticed little holes just started appearing, and just gets worse from there. (Have already converted 3 tshirts from pack into polishing rags). Have never seen a t-shirt do that before. Weird."
"Ghassan","1.0 out of 5 stars","Low quality"
"M. Patterson","1.0 out of 5 stars","Miserable quality. I ordered x-large and they are about as wide as a xxL and have absolutely no length. I basically bought a stack of rags."
"Bish","1.0 out of 5 stars","The t-shirt looks and feels cheap. Material quality was flimsy and rough to touch. I ordered a large and the fit was a bit loose for me. Returned it for full refund."
"John C","1.0 out of 5 stars","Product started coming apart at the hem within 11/2 months. Won't buy again."
"Mark","1.0 out of 5 stars","I found these shirts to be itchy, too short, and of poor quality. There are threads all over the place"
"TAD","1.0 out of 5 stars","Was hoping for a better fitting and softer v-neck shirt. That i could wear under shirts. Not so much.
Don’t waste ur money."
"Garen Hanlon","1.0 out of 5 stars","These T-shirts are TERRIBLE. They don't fit well, the neck is so large I can stick my hands through the neck and take it off like a pair of shorts. Amazon I can't believe you would sell such junk!"
"ed808","1.0 out of 5 stars","V neck too darn long. Thin shirt, stretches and do return to normal."
"Amazon Customer","1.0 out of 5 stars","These shirts are a waste of time. The sizing is too big. Once they are washed, they get very mishaphen and practically useless. The v neck gets huge and the whole t shirt becomes unwearable. Don't bother."
"Anand","1.0 out of 5 stars","I order a US Medium size T-Shirt. It fit perfectly fine until I washed the T-Shirt. T-Shirt shrunk after the first wash, and now it's too tight and uncomfortable to wear.
Waste of money."
"Pamela’s wants","1.0 out of 5 stars","These tee shirts shrink up too much. They fit great until I washed snd dried them. Now they won’t tuck in."
"Abril Rodriguez","1.0 out of 5 stars","Mal empacado y sueltos. Y la tela mala calidad. Y enviaron 4 camisetas negras y una gris no fue asi como se pidieron. Publicidad engañosa."
"D. Heckman","1.0 out of 5 stars","Very poor quality cotton and the sleeves tended to bunch up in my arm-pit! I only wore one shirt, one time only and the cotton is coarse and uncomfortable. I am now using these shirts for vehicle maintenance and household cleaning."
"The Cozies","1.0 out of 5 stars","When I first tried it on, the shirts fitted perfectly. However after I washed it and dried them it shrunk and the size is too small now."
"Raja Rabi","1.0 out of 5 stars","To loose from neck, will return"
"Amazon Customer","1.0 out of 5 stars","Bad quality"
"Amazon Customer","1.0 out of 5 stars","Uncomfortable material"
"Christopher L.","1.0 out of 5 stars","They stunk after one wash"
"Aji Vadakottu","1.0 out of 5 stars","Product is ok but I ordered a large and it seems like it’s an extra large. It was literally hanging off me. I decided to not return it and wear it just around the house but was looking to wear it outside"
"Jimmy C","1.0 out of 5 stars","Fits in shoulders and chest. It fit out of the package around waste. Washed one time and now it’s a skirt. A high skirt. Don’t waste your time. Buy a better brand"
"Bobby T","1.0 out of 5 stars","These shirts are lowest quality. Washed once, half have stretched necks."
"John Paul","1.0 out of 5 stars","Too short to wear as an undershirt. Too cheap to wear as a regular shirt."
"rpj","1.0 out of 5 stars","Very Low quality. Wear and trash after first use!"
"Joshua Roberts","1.0 out of 5 stars","Tried them on before washing and they fit pretty well. Gave them a wash before wearing in cold water and low dry. Afterward the shirt was way too tight above practically at my belly button. Returning for a refund."
"lorie maak","1.0 out of 5 stars","These were good for like 5 wash and wears, but the quality is not good and they have since been tossed."
"H.P.","1.0 out of 5 stars","Not comfortable. Material is very stiff even after a couple of wash."
"Greg B","1.0 out of 5 stars","Paper thin, wrinkles and shrunk 2 sizes"
"Amazon Customer","1.0 out of 5 stars","Do not like this item as soon as my husband opened the package there was a hole in the first shirt!😡😡😡 I am sending back and not reordering this item!!! Shirley Quinn"
"Craig G.","1.0 out of 5 stars","Worst shirts ever. I should have known. After one wash they were all stretched out and unusable. Horrible."
"Danny","1.0 out of 5 stars","Usually get the same brand i. Store with no problem. The neckline was yoo large and no one shirt fit the same. I guess you get what you pay for. Expensive rags though."
"Brett Jacobs","1.0 out of 5 stars","The neck was that of a 4XL shirt. Also shipped 2 wks late."
"Eduardo","1.0 out of 5 stars","Good for nothing, cheap fabric, run extremely wide, i hate everything about it"
"Christine Baizley","1.0 out of 5 stars","Falling apart at the seams."
"DOMINICK A GENOVESE SR","1.0 out of 5 stars","the shirts were see threw cotton was thin never saw a cheaper shirt will use them as rags not even to ware cleaning the yard"
"Eugene V. Rowls","1.0 out of 5 stars","Returned to Amazon"
"Snyder","1.0 out of 5 stars","Supposed to be 5 t-shirts but only a 4 pack arrived"
"andre Sephers","1.0 out of 5 stars","Faded and shrunk on the first wash (cold water and low heat dry) ... maybe I'll use them as a fire starter for summer bonfire"
"David Silsby","1.0 out of 5 stars","I got 4 v-neck x-large t-shirts and one large crew neck t-shirt and this is the second time I have tried to post this"
"Boban","1.0 out of 5 stars","Don’t know what these sizes were but they are definitely not XL"
"susan siman","1.0 out of 5 stars","Por favor necesito saber de este pedido ....DICE ENTREGADO PERO NO LLEGO NUNCA"
"Starfish","1.0 out of 5 stars","It shrunk terribly after first wash, it became immediately unwearable. Wasted money."
"Delroy","1.0 out of 5 stars","I am very much displeased with the shirts' I am 250 lb and I ordered 1x large and it was extremely large I had to resell them."
"Amazone customer","1.0 out of 5 stars","Product was opened and 2 of the 5 shirts were there. Not really worth your time, going through amazone to get this correct. Shouldn’t have to spend time on that."
"Mariann","1.0 out of 5 stars","Get what you pay for
Shrunk a lot after 1st wash"
"Amazon Customer","1.0 out of 5 stars","This product is garbage"
"Amazon Customer","1.0 out of 5 stars","I wash them before husband can wear them and when I was folding them I saw this little dots I was very disappointed."
"Cap1","1.0 out of 5 stars","Poor quality tees, don’t wast your money. Also the V neck is way too large around the neck"
"Michael S","1.0 out of 5 stars","Poor quality. The hems unrave on the first wash!"
"Amazon Customer","1.0 out of 5 stars","Got the shirts before estimated date which was awesome but the shirts run small and one of the shirts had a black spot on it. I’m returning the pack of shirts. They are really see threw also."
"Kiyyah Locke","1.0 out of 5 stars","Item ran too large and each t-shirt arrived with a small hole in the front"
"Amazon Customer","1.0 out of 5 stars","Disgusting cheap cheap and see through hanging thread poorly made"
"Amazon Customer","1.0 out of 5 stars","First wash before putting it on - length shorten to my belt. 2nd wash lost its color and length shorten by little more. Not the product I would recommend to anyone."
"Veron","1.0 out of 5 stars","Order a size smaller. I measured my chest to fit the size chart and the t shirts that arrived are much too large."
"Julissa","1.0 out of 5 stars","had to return them. they were so dirty"
"Hearty","1.0 out of 5 stars","I'm very disappointed with this order. I order the one for 5 pack as stated on my order and arrived in my place 4 pack so I request for a replacement due to incorrect number of shirt and still came in 4 pack."
"theboss5161","1.0 out of 5 stars","It was ok"
"Juan","1.0 out of 5 stars","I used the size chart picture as a reference, buy an M size based on the chart and got like an L size instead... Picture is wrong"
"Chandni Sahni","1.0 out of 5 stars","This is horrible quality! We put it in the wash before wearing and and it’s shrank, all the threads are coming out and the shirts look like they are 2 months worn."
"Amy","1.0 out of 5 stars","Not good material"
"Chelse","1.0 out of 5 stars","I love these shirts generally.... but I deff didn’t get the colors pictured. The white is the reason I ordered these to begin with. Not happy at all. Only giving a 1 star because I can’t do zero."
"Amazon Customer","1.0 out of 5 stars","En este paquete que supuestamente tenía 6 franelas me enviaron cinco y una de ellas al parecer la encontraron en el basura. Quién supervisa estos paquetes antes de salir a su destino?"
"JSaun","1.0 out of 5 stars","These shirts are like all Gilden undershirts, as soon as you wash them they shrink up. I am a taller person and this is the second time I have order Gilden undershirts and after washing them they are barely long enough to tuck in my pants."
"Marinno","1.0 out of 5 stars","Horrible quality. I found better quality at the dollar store.Looks like it was made from recycled materials.Scratchy rough materials."
"Jerome A Rogan","1.0 out of 5 stars","These shirts wrinkle terribly. Then the second time I washed them, two of them came out full of small holes. Garbage, I’m very disappointed."
"Lindy Bass","1.0 out of 5 stars","Horrible! Wear them 5 minutes and they are all out of shape. Very sloppy looking. The arm holes are huge!! And I have big arms."
"CHRISTIAN N ROULA","1.0 out of 5 stars","I bought rags v-neck showed tight as I wish it to be instead it was wide long down my chest. Dissatisfied !"
"steeno253","1.0 out of 5 stars","Washed once and shrank too a small."
"Maria polanco","1.0 out of 5 stars","No me llegó y la foto que enviaron no es de mi puerta!"
"Chris","1.0 out of 5 stars","Just a regular, no shape to it t shirt. Horrible fitment."
"Super love","1.0 out of 5 stars","The v neck comes to like the middle of chest more like the Stomach area I don’t like that it should b fitted showing a Lil chest and not the stomach"
"Carroll R Peters","1.0 out of 5 stars","Theses shirts are poor quality...they stretched and became out of shape and saggy after one wear and wash."
"Amazon Customer","1.0 out of 5 stars","I am not sure why there is a hole there???
It looks like it was cut in to on purpose. The pack doesn’t indicate the size of the shirt."
"Aylin Khoshaba","1.0 out of 5 stars","This is obviously fake. The material is so thin , the shirt is longer. The print (the tags label) OMG is so fake. Gildan, seriously??????"
"Henry","1.0 out of 5 stars","Size chart is incorrect don't know why they use it.
Do not go by the size chart runs super large.
Now I need to go to hassle of returning this crap"
"Amir Ahmadi","1.0 out of 5 stars","Not happy with this purchase would like to return , material feels rough and hard , nothing like the descriptions."
"Rajat Pungaliya","1.0 out of 5 stars","Poor quality of T-shirts. Fitting is terrible. Kind of small at the top and large at the bottom, looks really bad.
Shrinks after washing."
"Myrna Gutierrez","1.0 out of 5 stars","Shirts shrunk to a very small size, very disappointing I bought as gift for son and son in law now they got a skinny 8 year old"
"Amazon Customer","1.0 out of 5 stars","Too big"
"Amazon Customer","1.0 out of 5 stars","the shirts arrive with a hole, and of very poor quality, waste of money"
"Andrew F Polesovsky","1.0 out of 5 stars","Do you like undershirts that are too short to stay tucked in below the belt?! Then order away!
Low quality that shrunk after one wash in cold water too. I'll be throwing these out."
"Mohammed Jalil","1.0 out of 5 stars","It’s too large"
"Morgan","1.0 out of 5 stars","THIS IS NOT A V NECK SHIRT!!!
I specifically bought these bc I wanted v neck shirts and they are crew neck shirts..."
"Rigo","1.0 out of 5 stars","Poor design"
"glows","1.0 out of 5 stars","Super thin and see through, not worth the money."
"Jenna Makos","1.0 out of 5 stars","All of the shirts arrived with large holes in them... approximately 2-3 inches in diameter.... they are all garbage. Extremely unhappy"
"Wys","1.0 out of 5 stars","The top shirt has a big stain on the V, these have to be clean for my son going to Coast Guard, regardless who wants a big stain on a white tshirt"
"Amazon Customer","1.0 out of 5 stars","One of the sleeves was not totally sewn to the body of the shirt."
"Michael Hubbard","1.0 out of 5 stars","These shirts are about as soft as sandpaper. I noticed one had a hole in it after the first wash, before I even had a chance to wear it. Buyer beware.."
"Jk","1.0 out of 5 stars","These shirts were all messed up. The v neck was actually stitched incorrectly & the v points to the right, so off center. Just poor quality."
"Nick C.","1.0 out of 5 stars","Too Loose wish I could return after washing them"
"Amazon Customer","1.0 out of 5 stars","Bought V neck undershirts so that you can't see it at the neck beneath a normal button-up collared shirt. You can totally see it. Defeats the purpose. Have to order from elsewhere, I guess."
"Douglas Williams Jr.","1.0 out of 5 stars","The size of the v-neck is much larger than that shown on the photos on the website."
"Morty","1.0 out of 5 stars","It has a wonky fit for men’s with taller torsos, ordered a xxl and feel like it is cut too short for me. I’m 6’2”"
"Maybeth","1.0 out of 5 stars","Despues de la primera lavada quedo como una sabana pesima pesima calidad"
"RichieRich69","1.0 out of 5 stars","Garbage material. loses its shape after two washes"
"George","1.0 out of 5 stars","Shirt had a tear after only being worn once."
"Roberta","1.0 out of 5 stars","Poorly made!!"
"Amazon Customer","1.0 out of 5 stars","Product shrunk significantly after one wash."
"Amazon Customer","1.0 out of 5 stars","I received 5 different color Tee Shirts, but didn’t receive a white tees shirt like from the picture shows was suppose to come with order."
"Anon","1.0 out of 5 stars","Shrinkage. My dryer rarely ever shrinks anything. One wash with other items of which remained fine and these t-shirts are two sizes smaller."
"melissa","1.0 out of 5 stars","It says 5 pack in the description I received 3 4 packs instead I was going to just deal with it but one of the shirts was torn at the seem right out of the package"
"Jonathan Wright","1.0 out of 5 stars","These shirts are terrible quality. The neck line is stretched after one wash and looks like I have own the shirt for years"
"DTV","1.0 out of 5 stars","Cheap look"
"Terrence","1.0 out of 5 stars","I ordered them small but they fit rather large I had to shrink them in cold water I’m not satisfied at all I don’t recommend this item"
"YP","1.0 out of 5 stars","Shirts under arm area threads ripped within 2 weeks. wouldnt recommed for long term unless you need cheap throw away shirt"
"Joshua pierceall","1.0 out of 5 stars","Not good quality. Some of the shirts seams came apart after washing. Also they wrinkle when they come out of the dryer."
