"review_name","review_stars","review_comment"
"Buendia/Brinton","1.0 out of 5 stars","I got my shirts with holes in them! Super upset cause my only option it so return but i just want to exchange the damaged shirt but of course the price is 3x more now...... DONT BUY!"
"N.M.","1.0 out of 5 stars","They run a bit smallish, but it costs $5 to send them back, then about 3 weeks to get the refund.
Order a size up."
"Bluefin","1.0 out of 5 stars","I would have returned these but needed to use them. The material isn't like any Gildan T-shirt I've had in the past, which was always substantial and long lasting. These are much thinner and flimsy material. Already getting holes and stretching out after a few washes."
"Randy F.","1.0 out of 5 stars","Ordered these from Amazon a few months ago. I have 2 of the 6 left. I am expecting about one or two more wears out of them. These T Shirts are out of inferior material that does not hold up to washing. I have rated these T Shirts accordingly and are disposable. While the fit and style are satisfactory, the durability is unsatisfactory. i would avoid these unless you are looking for a cheap single-use T Shirt. Buyer Beware!"
"Thatguy","1.0 out of 5 stars","I wear T shirt daily after the description I was expecting a softer feel. After washing they all( a pack V neck and regular) turned into just regular T shirt."
"Mickel mobley","1.0 out of 5 stars","I bought these shirts to wear to a function tonight and im glad there is more than one of them in the pack because two of them have black ink spots on them like magic marker spots. I would return them all but I need one to wear under my dress shirt tonight to dinner. I paid for 6 white tee shirts and got 4 so I am not happy at all with this product."
"Eva","1.0 out of 5 stars","Missing 1 shirt, and the shirts were not in package they were just placed in a box. Theses shorts were a gift and look like the we’re used"
"LoveMyKansas","1.0 out of 5 stars","There were snags that made holes in the shirts... i had already inked on the shirt before I saw them so no returning :("
"Lord Helmet","1.0 out of 5 stars","These shirts shriveled up like a witch in the rain after one wash. These shirts are absolute garbage."
"Patrick","1.0 out of 5 stars","Bought these based on the recommended size. They fit well until i washed them. They are not pre-washed so they went down a complete size. I recommend ordering a size up. Wash first to see if they fit. Construction is standard for a 3 dollar shirt.
(Rating is low to warn people)"
"Operaguy","1.0 out of 5 stars","Disappointed. I'm a size 40. M is too small, L is too big. Too short. Sleeves ridiculously short. Scratchy, thin fabric. Threw them out. Costco Kirkland brand are a revelation that I highly recommend."
"Laura R","1.0 out of 5 stars","Received shirts with MULTIPLE hole areas before he was even able to wear them. Its wear and tear on shirts that should have been brand new. I am very disappointed with my service. I have several pictures."
"cortes","1.0 out of 5 stars","These shirts are of poor quality. I always was items before wearing them but I do try them on first. I can tell you that after washing them, they lost their shape and started to fade."
"T. Westhoff","1.0 out of 5 stars","I ordered a 12 pack and got a 6 pack. They look thick. I am not happy about paying for a 12 pack and only getting a 6 pack."
"W. I.","1.0 out of 5 stars","I thought I am getting a good deal. When I got them, I checked them before, and looked very big for Large size. Put them in the washer, and then dried them to see if they get shrunk, however, they became very wrinkled and feels very hard. Completely different from my other cotton crew t-shirts. Never again."
"Kerlin","1.0 out of 5 stars","Very disappointed on these shirts , I bought these Shirts size medium for my husband and I washed them before he could wear them this shirt shrunk so badly to a 10 years old kid size shirts. I even used cold water on them and (dry) delicate They still shrunk."
"JWP","1.0 out of 5 stars","When new the shirt was fine not great but okay for an undershirt. After three washes shirts had shorten and would no longer stay tucked in.
These will but cut into rags before end of the year."
"King Pea","1.0 out of 5 stars","Just a warning. Shirts are long at bottom and sleeve. Also all shirts were creased. Unless you wash and iron or get their good stack items I would not buy. Not like the ones at Wal-Mart ... Though that might be on good days that I purchased perfect shirts. Bad ones the whole store gets wrecked. Literally every clothes item"
"Bob","1.0 out of 5 stars","Great t-shirt. Great fit. Until you wash it a couple of times. They shrink in the length and in the sleeves. I would not repeat the purchase"
"Amazon Customer","1.0 out of 5 stars","When the shirts came in they fit great. Once I washed them on the delicate cycle with cold water (I do with all my black clothes) and dried on delicate they shrunk still and already faded. Will not recommend these shirts. Feel like I wasted my money"
"Shawnda thomas","1.0 out of 5 stars","It’s not a true black looking color it looks more of a dark blue and once you iron it it looks very dull looking and it attracts a lot of lint"
"OJ*NYC","1.0 out of 5 stars","Size M doesn't fit right. It is much looser --especially at chest-- than any other T shirt from other brands I bought before. Also, the quality is below average -- too thin. Finally, the shirts come all wrinkled out of a very cheap plastic package. Quite disappointing purchase. The only positive is the tagless label, but it doesn't offset all the negatives."
"CITLP","1.0 out of 5 stars","The material is comfortable but one wash later and it shrinks more than a dick in a ice bath"
"RMV","1.0 out of 5 stars","Cloth is transparent . May be used as Inner cloth. Not good for outdoor . Not a good quality as expected. Not due how it got so many good reviews"
"Dan","1.0 out of 5 stars","Decent disposable shirts before the covid inflation pricing I bought 12 pack for under $16."
"michael Gais","1.0 out of 5 stars","The second purchase didn't fit the same as the first order. The first order fit correctly, so I reordered the same shirts, but they were too long. The chest is the same size but the length is way below the belt."
"Michael","1.0 out of 5 stars","This was my second time ordering this product. This shipment was worst than the first. Items look to be worn and filthy"
"Sarah McCann","1.0 out of 5 stars","The ad is for water wicking sport shirts. These are nothing but basic cotton shirts.
NOT HAPPY"
"Allison Yeo","1.0 out of 5 stars","These are pretty bad. They’re thin, the ink for the tag are faded and like to rub off. I bought the small and the medium packs and the smalls aren’t even made of cotton. They’re polyester lol. I’ve bought gildan shirts in brick and mortar stores before. They’ve never been the best quality shirts but these aren’t even worth the slightly lower price. I’m fairly certain these are fake."
"F.corlier","1.0 out of 5 stars","I washed them before wearing them the first time. when they came back from the laundry they were all crooked and deformed. That's not a quality product.I'd rate these T-shirts as 'disposable'."
"Agility","1.0 out of 5 stars","The shirts are bad quality, and you can't return them because they come in 1-time packaging (that you have to break)."
"Trevor Pedersen","1.0 out of 5 stars","The shirts aren't worth the 4.5/5 star rating they've gotten. The quality is as cheap as the price. The fabric is extremely rough and itchy, the collars are poorly fitted (kinda looks like a wavy piece of bacon), and don't expect a muscular fitting like the photos would suggest."
"Amazon Customer","1.0 out of 5 stars","You get what you pay for. This shirts are definitely made cheap and not soft at all. I wanted them as undershirts for work but even that isn’t comfortable. I wouldn’t buy these shirts again. I’m not sure how they are rated so high."
"Amazon Customer","1.0 out of 5 stars","You get what you pay for. This shirts are definitely made cheap and not soft at all. I wanted them as undershirts for work but even that isn’t comfortable. I wouldn’t buy these shirts again. I’m not sure how they are rated so high."
"Lori","1.0 out of 5 stars","The kirkland shirts are thicker, more comfortable, and shrink resistant. These shirts blow."
"Tyler williams","1.0 out of 5 stars","Terrible shirts. The sleeves were stretched so much. It looked goofy. And then when I washed them the shrunk so much a child couldn't were them. All around it was a waste of money I will never get back."
"Kakalaka Rebels","1.0 out of 5 stars","Opened it. Put it on. Removed it. Put it to donation box.
The fit it terrible. It is very tight on the neck and biceps, but is very loose and baggy over all. Very unflattering fit. I have an average body, can not even imagine what it would look like on a fit person. I would not recommend. Save your money, look elsewhere."
"RON","1.0 out of 5 stars","WORST SHIRT I'VE EVER PURCHASED. MUST BE IRONED UNLESS YOU PREFER THE SEERSUCKER LOOK ANS THE FEEL IS TERRIBLE"
"Rick","1.0 out of 5 stars","Ordered large, received size small. Price was to good to be true. Product used for rags."
"J. Smith","1.0 out of 5 stars","Received the shirt packages intact however the shirts inside all have holes where they were not sewn properly."
"Regina Butler","1.0 out of 5 stars","I am very dissatisfied. All of the shirts have tiny pin holes on them. My first purchase that I'm unhappy about."
"beezuss","1.0 out of 5 stars","These are made from the cheapest, roughest, thinnest cotton I have ever worn. They fit very small in the shoulders with the sleeves riding way up. I really hate these shirts."
"Gabe Lind","1.0 out of 5 stars","Honestly, don’t get this. Don’t shop online. The shirt was a bit larger than I expected, but I was not upset as I planned to shrink it with a wash. However, when I put it on, it was grainy and practically see through. It isn’t great at fulfilling the role it should. Unlikely that I’ll wear this unless it’s the last shirt I have to wear while doing laundry."
"Jailain Hollon","1.0 out of 5 stars","I brought these t-shirts simply to wear around the house Or working out if nothing else, but even though they were new the the black color was a little faded. I didn’t mind that since they were just for wearing around the house and working out but after 1 wash cycle they shrunk down to a medium and now they don’t fit. Don’t waste your money."
"Iwan","1.0 out of 5 stars","This products is wrongly advertised and gives you the impression of a good fit but in reality it’s too big at the sleeves(and I go to the gym regularly).
It’s also has a poor finish - not surprising considering it’s low price but didn’t expect strings of wool as I took out the shirt."
"jri","1.0 out of 5 stars","These t-shirts are not worth buying they fit ok and by that I mean a little below the waist. Wich is ok but after the first wash and I didn't place in dryer. They shrink above the waist. The first thing that you will notice when you pull them out of the bag is that these tshirts are paper thin . Total garbage!!!!!"
"TSanta","1.0 out of 5 stars","Pretty rough Feeling cotton. The collar is extremely uncomfortable and presses into my chest. That’s right, these shirts have a sewn on ribbed collar which irritates my skin."
"Christy","1.0 out of 5 stars","I ordered x large for my husband normally that is his size but it was way to big. And one of the shirts had a stane"
"Adontai","1.0 out of 5 stars","tHese shirts look good for basic tees and the fit though a little loose was decent. They didn't however hold up well after wearing and washing one or two times."
"Bucky Goldstein","1.0 out of 5 stars","One of the shirts had a 3 inch long hole along the seam in the sleeve. Terrible first impression."
"M. T. Smith","1.0 out of 5 stars","False advertising. Said in the description synthetic material for wicking. What I DIDN'T want was 100 percent cotton t-shirts. I'm returning them, but now I'm afraid to reorder again because I will probably get the same product. Very disappointing. I am sick of sending stuff back and waiting for refunds to appear back in my account."
"Jeff","1.0 out of 5 stars","They fit as expected when I got them, but have continued to shrink, despite running them in the dryer on low heat. They've shrunk to the point where I'm going to be uncomfortable all day, which has prompted me to write this review. I feel like I'm in a straight jacket."
"Amazon Customer","1.0 out of 5 stars","The discription is deceiving. I assumed I was getting black and gray tops instead they sent bright red tops with one black shirt. Poor quality. I will not order from them again!!!"
"John Aiken","1.0 out of 5 stars","I’ve been an Amazon customer for twenty year. This is the first time I felt deceived by a description. These t-shirts are not synthetic. They are not moisture wicking. They are all cotton. When washed, they shrunk so much the xl size came above my waist. I’m 5’7”.
I expect to believe a lede description on Amazon. I should not be expected to read verbose corrections at the bottom."
"Koa","1.0 out of 5 stars","The material is coarse, uncomfortable and scratchy. I suppose one gets what one paid for."
"Cortlandbullock","1.0 out of 5 stars","Great shirts and one of them in the past but these ones for some reason shrunk like hardcore can't even wear them now"
"CAOM","1.0 out of 5 stars","It shrank two sizes vertically after 1 wash, but remained wide on the sides. I can’t recommend this shirt."
"Jamie","1.0 out of 5 stars","low quality cotton and will lose the fit after about a month of use GO buy a nice quality T shirt"
"Dr. E","1.0 out of 5 stars","I wrote in a previous review that these Gildan Crew T-Shirts were great. I have now discovered after two washings that the collar turns down and presents a sloppy image. I am very disappointed. I was looking for a shirt that did not fold down."
"Annie","1.0 out of 5 stars","This is my second attempt to order some basic shirts for my son. I ordered L the first time, 1 of 5 fit and the others were small. Next I ordered XL, all were smaller than the one L that had fit from the previous order. There is apparently no quality control on sizes- even in the same package."
"Loyal Customer","1.0 out of 5 stars","These T shirts say Made in Honduras. Loose stitching. Fall apart easily."
"daychawn","1.0 out of 5 stars","Shirts shrink very quickly after one wash had to got rid of em due to choking feeling"
"heather probst","1.0 out of 5 stars","I got these as they were on sale very cheap. I wear Costco white shirts under my collared shirts normally, which are way way way better quality than this junk. Sorry Costco I strayed, only to find myself coming back to you yet again!"
"On Time","1.0 out of 5 stars","Not what they use to be for sure, not soft, loose threads and larger than before. Not happy!"
"Tonya Stoffel","1.0 out of 5 stars","The colors change colors fast, my man was running a few times with his shirts and the colors changed in his armpits. Never had that,happen before when we purchased but this shipment it did really bad. And the shirts were all different sizes. They all said xl, but a couple were longer and shorter and wider."
"Megan Bruno","1.0 out of 5 stars","The picture is NOT accurate. They make the shirts look snug as undershirts should. These are humongous. I bought for my boyfriend to use as undershirts and I'm going to give them to my Pop who has a significant old man belly. He will love these as regular shirts but these are not undershirts unless you buy 2 sizes too small"
"Amazon Customer","1.0 out of 5 stars","Shrunk after first wash and bit too tight for my liking."
"Amazon Customer","1.0 out of 5 stars","At first I thought the shirts were nice. Good weight and soft. However, the second time I washed it, I found a hole. Considering that the first time I washed it was before it was worn, I expect to get more than one wear out of something before it looks old!!!"
"J. Moreno","1.0 out of 5 stars","Very thin. Had read a review where it said these were heavy weight. These are not heavy ."
"jose molina jr","1.0 out of 5 stars","I thought by reading reviews that these t shirt were a great deal,but after washing them,they faded to a dark gray and lost it shape."
"Ginger","1.0 out of 5 stars","They all shrunk in dryer . Cannot be worn now. I do not recommend major disappointment"
"Amanda","1.0 out of 5 stars","Disappointed bc the ink from the bag got on the shirts so they came stained"
"Russle","1.0 out of 5 stars","It’s not really what I expected. I ordered medium sizes but it seems like they all were different size"
"Jessica Hogue","1.0 out of 5 stars","Two of the 6 shirts had holes around the collar when I opened the package. The other 4 are fine, but it’s really frustrating and not worth the money if some shirts are damaged."
"David Barker","1.0 out of 5 stars","Feels almost like an xsmall"
"Amy Payne","1.0 out of 5 stars","There are errors in the shirts. Not made evenly."
"HUSSAIN ALSITRI","1.0 out of 5 stars","It's not what I expected. The cotton used to make this shirts is made out of recycled materials and it had a bad smell."
"Aleyce","1.0 out of 5 stars","Fits how I like it. Baggy but it is yellowed, not white"
"John Gladwin","1.0 out of 5 stars","Not a good fit; the sleeves struck out at a 90 degree angle from the body of the shirt"
"DAVE JORDAN","1.0 out of 5 stars","AFTER ONE WASHING LOOSES THERE SHAPE !!"
"safwat kitawi","1.0 out of 5 stars","I don’t recommend it
Wrong cut at neck
The front keeps sliding to the neck"
"Amazon Customer","1.0 out of 5 stars","seems a size too small. Even though label says XL it’s smaller than any other XL tshirt that I own. Plain black T-shirt has only one job to fit correctly. Mostly too small in the sleeves. It comes up almost to my shoulders when I extend my arms. I bought a multi pack so I could wear them every day but now they are just junk"
"Weasel","1.0 out of 5 stars","Was a little tight than I would like, than I washed one of the t-shirts and and became really tight!! Was going to send them back,but decided to give to brothers!!"
"Don Drake","1.0 out of 5 stars","Too small"
"Brigitte Rausch","1.0 out of 5 stars","My husband usually gets a large for his shirts but this one was too loose. Also a bit see through. I saw that some people said it was thick material but I did not see the thickness. I ordered the white shirt pack. For reference, my husband is 6’1 tall, 185 lbs, and medium built."
"jorgie","1.0 out of 5 stars","Horrible shirts. Terrible material wash and dry once your large becomes 3T."
"JMUS","1.0 out of 5 stars","They looked good initially, so after the first wash the size got reduced to almost half!"
"SJL","1.0 out of 5 stars","Do not buy these cheap shirts!! They shrink sooo much."
"Squirrel 07","1.0 out of 5 stars","Don't bother, unless u need shirts for a 4 year old. Large out of the package...extra tiny petite after wash. Feel like im wearing half-shirts that show off my armpits. NOT pre-shrunk, NOT cut for normal human shaped beings. AND virtualy see thru. Never again. But we're saving the planet ! Yep, by making junk. Biodegradable junk!!"
"Osiris Alba","1.0 out of 5 stars","I reasive 2 broken shirts, bad item"
"cosmology","1.0 out of 5 stars","Not sure what went wrong, but the shape is on the maternal side.. not the look I was hoping to get."
"D. A.","1.0 out of 5 stars","Horrible too as soft and loose"
"Savanah","1.0 out of 5 stars","These feel like they are made from hay. Too itchy to even wear. They are shaped weird and I hate them."
"Awkward_INFP","1.0 out of 5 stars","Was not accurate description"
"PanJazz","1.0 out of 5 stars","Congrats to the infants who manufactured these.. Fabric looks good enough for washing my car tho.. Atleast I have scraps now..."
"Dana","1.0 out of 5 stars","They all shrunk at least 1 size when washed and dried."
"Amazon Customer","1.0 out of 5 stars","Opened both packs and the top shirts on both packs were dirty. Small but visible on white tees."
"Juan Hernadez","1.0 out of 5 stars","These are not cotton shirts. They feel paper-like. Its like made with the cheapest possible material a T-shirt can be made out of."
"Laurie Vdb","1.0 out of 5 stars","we thought it was a great deal at 1st till you wash them..they shrunk big time!!!!"
"G","1.0 out of 5 stars","First shirt in the pack came stained and dirty. The shirts fit great but I can’t use the first shirt because of the stain"
"Deer8j0","1.0 out of 5 stars","1 of 10... with a HOLE"
"JJ (USMC Ret)","1.0 out of 5 stars","I washed the shirts in cold water, then dried them in the dryer. The shirts shrank. The neck was shriveled, and the fit was awful. I got the shirts to wear under my uniform. I hate shirts that have the bacon neck."
"cshaw0408","1.0 out of 5 stars","Horribly thin.
Way oversized.
I will be returning them."
"DANIEL MEDINA","1.0 out of 5 stars","This shirt is made for obese men."
"David","1.0 out of 5 stars","I received these just before Christmas and yesterday doing laundry I noticed one of the shoulder seams is already coming open. I work a desk job so it's not like it ripped due to vigorous physical activity."
"drew","1.0 out of 5 stars","Don’t like shirt very uncomfortable material want my money back"
"Steve Weidemann","1.0 out of 5 stars","Price seemed to be a good deal for 5 shirts, but after one wash, they just look odd. Wrinkled at neck seem. Shoulder seams are not smooth. Donated them to a thrift store and decided its worth paying more for a decent t-shirt. Sorry."
"Robert by the sea","1.0 out of 5 stars","didn't receive. those bought elsewhere were good"
"Thomas Dobosz","1.0 out of 5 stars","Had holes in the shirts straight out of the package, brand-new."
"Amazon Customer","1.0 out of 5 stars","Opened one of shirts and the sleeve was torn. Seems cheap"
"JH","1.0 out of 5 stars","Very bad quality T-shirts with extremely thin material. Sleeve's too short and not pre-shrunk"
"J.R.","1.0 out of 5 stars","These shrink a TON! Keep searching, these are not it."
"P F","1.0 out of 5 stars","Low quality and smaller than usual linen.... not worth it."
"medair","1.0 out of 5 stars","Very low quality, even smelly when you open it."
"Ybarra","1.0 out of 5 stars","The quality of the material is good but the overall quality of the shirt isn't great. I received the package with a few shirts with holes in the arm pit area. Looks like it wasn't put together correctly. Can't write to seller on this since not an option."
"Marisol Garcia","1.0 out of 5 stars","No matter how much fabric softener you use on the shirts, still harsh to wear shirts or polo over them"
"Wanda S.","1.0 out of 5 stars","Shrunk and the collar does not lay flat. Poor quality of cotton."
"J Adams","1.0 out of 5 stars","Shrunk 2 sizes the first time I washed them."
"lina m. F.","1.0 out of 5 stars","Used for around the house and yardwork
Too large cheap itchy material"
"Raulito","1.0 out of 5 stars","Fits a little tight"
"Amazon Customer","1.0 out of 5 stars","Material is cheap. Not high quality but they’ll do for now. Colors are ok."
"Jay Rod","1.0 out of 5 stars","It didnt fit me as I expected. I am never buying another T-shirt from this seller again. I am disappointed in the material and how loosely it fits."
"Bobby Smith","1.0 out of 5 stars","Quality poor after 1 wash colors faded and item stunk. I wont purchase again"
"Paul Bradshaw","1.0 out of 5 stars","These are clearly not real Gildan products. Do not waste your money. The fit is wrong. It has paper tags. All Gildan shirts.have no tags whatsoever, just the Gildan brand on the inside as shown in the picture. These are FAKES!!"
"Mike Brooks","1.0 out of 5 stars","They are great if you want tiny shirts after you wash them. They shrink two sizes"
"Joe- B","1.0 out of 5 stars","This product has no elasticity. Just after one wash, arm sleeve got stretched and so did the waist..you can use it as a rag cloth!"
"Mario","1.0 out of 5 stars","Cheap textile"
"Brockson Consulting","1.0 out of 5 stars","Shirts were nice out of the package but after one wash and dry on cold they shrunk some and then started tear."
"John","1.0 out of 5 stars","Cheap quality feel"
"Jim","1.0 out of 5 stars","Each shirt fits differently and not correctly."
"Canch El Halabi","1.0 out of 5 stars","The image shown by the seller is far from resembling reality, the shirt has no shape; It just looks like a lady's nightgown."
"John McClaine","1.0 out of 5 stars","Already ripped"
"Aaron","1.0 out of 5 stars","These t shirts are very thin. more designed for undershirt wear not outer wear. These will shrink if you dry them so be careful. I would buy a size up to compensate."
"Imgoingcamping!","1.0 out of 5 stars","Gildan’s T-shirt’s that you get with your favorite sports teams or other normal summer shirts are thick and I thought these would be the same...I was unpleasantly surprised to find they were the same paper thinness of Hanes and Fruit of the loom"
"944essssss","1.0 out of 5 stars","they come falling apart. all of the stitching come off."
"Shorty C","1.0 out of 5 stars","T-shirts are pretty awesome but it says a pack of 5, I only receive 2 first time in many years I buy something in Amazon is not as expected."
"Patrick Barry","1.0 out of 5 stars","These shirts arrived for me today and they are no where like the ones in the picture. In the pictures they fit snug around the arms, but in reality the sleeve is as big as a black hole"
"Kyle W.","1.0 out of 5 stars","I don’t even know how to explain it. These shirts are junk. Neck is loose. Sleeves are so short I feel like I should be part of the greasers gang in The Outsiders. Just not a very good shirt"
"Person","1.0 out of 5 stars","Good deal for 5 shirts but one of the shirts had a hole."
"Arth Sierakowskiur","1.0 out of 5 stars","Ordered these specifically for a chemo cream treatment. Four of the tee shirts were round neck as shown and listed in the description. The fifth tee has a V neck, totally useless. That was a quick substitute for the manufacturer to slip in stock they wanted to get rid of. How disappointing!"
"MBiondo","1.0 out of 5 stars","I've washed these multiple times trying to soften them up, but these shirts are very crunchy and scratchy."
"MBiondo","1.0 out of 5 stars","I've washed these multiple times trying to soften them up, but these shirts are very crunchy and scratchy."
"Garett","1.0 out of 5 stars","Poor quality product! Would not recommend for any use! shrinks after wash, smaller than specified size, compared with other products I purchased with same exact specs and fits. Not worth your money, I will be demanding a refund."
"John Mehrman","1.0 out of 5 stars","I am 5'11"" and 175 pounds and the medium fits like a tarp. Could fit two of me in the shirt. Also, the website says tagless but the shirts had giant tags. I have no idea how they have so many high reviews."
"Amazon Customer","1.0 out of 5 stars","-I received the wrong product entirely
Received a pack of A-shirts verses what I ordered-I normally enjoy this brand and decided to give Amazon a shot on these-was left with a very bad experience"
"Richard K Dzedzej","1.0 out of 5 stars","It is listed as moisture wicking, 80/20 and 100%. It is not all three. The ones I received were 100% cotton and shrank after first wash. They are $3.00 shirts, but not worth it"
"John Rybock","1.0 out of 5 stars","These are standard white cotton T-shirts. I specifically bought them for being 'synthetic' and 'wicking' as listed in specifications, but these are standard shirts you can get at any Target or Walmart for the same price."
"airpoints","1.0 out of 5 stars","Thin, thin, thin! I do not expect these to last long. Quality has really gone down. Guess they are trying to reduce costs and save money."
"Amazon Customer","1.0 out of 5 stars","These shirts arrived with holes already in them. Do not recommend."
"Paramed3","1.0 out of 5 stars","I hate to complain. I only buy from Amazon or Walmart. I can shop from home and return as I need everything I need. These shirts just not a good quality. I washed a pack and they looked like a child's t-shirt. Returned"
"Jacqueline Delellis","1.0 out of 5 stars","I paid for 5 tee shirts and only received 1, so I basically paid 14.50 for 1 cheap tee shirt. I had these sent to someone in the hospital so there's nothing I can do, but I will never get these again. Total waste of money for a cheap tee shirt."
"Christine Wilson crump","1.0 out of 5 stars","I will never purchase this brand again......washed the shirts and did not even dry them....they shrunk soooo bad!!
very very disappointed !!!"
"john g. redmond iv","1.0 out of 5 stars","Thete were supposed to be 6 t shirts and I only received 2. What's up with that. I hope the other 4 are on there way."
"Robert Weingard","1.0 out of 5 stars","The material in these t-shirts is thin and has a very cheep feel."
"Amazon Customer","1.0 out of 5 stars","One of the shirts has a hole in it. It’s noticeable and the shirt is unable to be worn."
"Tim","1.0 out of 5 stars","Super thin, odd shaped. When people buy white T-shirt’s they expect a decent fabric but not these shirts... paper thin and see through. Don’t waste your money."
"Amazon Customer","1.0 out of 5 stars","These shirts do not taper well. They tend to be loose below the chest which annoys me. Looks like I’m wearing a bell. Doesn’t matter since they shrunk in the wash to the point that I can no longer wear them. Wasted $$$"
"Vanessa Cortez","1.0 out of 5 stars","I read comments saying to get a size higher than what you normally are so I bought a L and when I received it the L were more of a 2-3XL"
"Dianne","1.0 out of 5 stars","The size large was too big, fit like a nightgown.
The material wasn't wicking, cotton."
"Mahdi Zahedah","1.0 out of 5 stars","Too large
I ordered large and it seems I must bought small."
"hector gonzales","1.0 out of 5 stars","Shirts are great but they got holes after the first wash, and I have a desk job I cant imagine these surviving any hard work."
"Tarsha807","1.0 out of 5 stars","I want my money back. The Quality of the shirt is good but the shirt I received was dirty and Dingy looking. Wasn’t satisfied at all . Won’t order again"
"Matt","1.0 out of 5 stars","One of the shirts came ripped at the seam."
"matv","1.0 out of 5 stars","You get what you paid for. Came without even stitches done"
"Amazon Customer","1.0 out of 5 stars","Wore these under shirts once. They are pulling allover the place. Literally falling off while wearing them. Will not buy again from this company."
"Presizo","1.0 out of 5 stars","cheap tshirts you get what you paid i do not recommend them"
"BenL","1.0 out of 5 stars","Washed once and dried once. Shrunk really bad. Should have bought enough the next size up if I would have known it was going to shrink this bad. Fits better on my 7 year old now than it does me."
"Brad","1.0 out of 5 stars","I wore the shirts once, washed them and the seams in the arms fell apart. More junk made in China, save your money and buy made in USA, Junk,"
"Chuck L.","1.0 out of 5 stars","The tag was stamped and eneded up not only on the back inside of the shirt but the front. They fit nicely and are comfortable but it looks like I'm were my shirt on backwards..."
"AR","1.0 out of 5 stars","El paquete no ha sido entregado al almacén aunque en la página que se señala si."
"Lisa Marie","1.0 out of 5 stars","The seams at the bottom of the shirt flip up and are sown incorrectly. Very disappointed in this item. I guess you get what you pay for."
"William C. Wolgast","1.0 out of 5 stars","The product was extremely undersized. I purchased an XXL sizedset, which should fit me loosely. The shirts were skin tight. They were tagged as XXL, so it appears this manufacturer's product runs extremely small. A complete waste of money."
"Amazon Customer","1.0 out of 5 stars","Not true to size."
"Amazon Customer","1.0 out of 5 stars","You get what you pay for. Garbage shirts. They do make for decent garage rags."
"doxie lover","1.0 out of 5 stars","The material was alot thinner than I expected won’t be ordering them again"
"Scott Lee","1.0 out of 5 stars","I was looking forward to purchasing this shirt from all of the good reviews I read. The shirt shrank way more than what was expected and I'm not even able to tuck them in for the dress shirts I purchased them for. I guess they will make good shop towels."
"Gregory Lyerly","1.0 out of 5 stars","I ordered these decause it said they had moisture wicking and that they were tagless. When I received them they were just regular T shirts. No moisture wicking, and all of them had tags! I should of just went to the store paid a dollar more and got what I wanted!"
"leo cuc","1.0 out of 5 stars","It shrank really bad after one wash!"
"Alex","1.0 out of 5 stars","First shirt came dirty with a black spot! 🤦🏾‍♂️5 white t-shirts and the 6th one is dirty!!! Bag had a little cut out so you can feel it ..smh .. why do that to fresh pack of white t-shirts! Knowing its going to get dirty!terrible!"
"daniel rogers","1.0 out of 5 stars","I re-ordered these tees because the collars did not lose their shape
A day after using the first one the collar lost its shape
I did notice that the label color was light blue instead of black
Is there a difference"
"BaileyIsFluffy","1.0 out of 5 stars","I bought these hoping the neck was tight but it’s not...bacon neck for dayz"
"suhas chitnis","1.0 out of 5 stars","Fit well before washing, shrunk after 1st wash. I will never buy again !!"
"Doron Matmor","1.0 out of 5 stars","Crap. Looks nothing like the photos. Wasted money. Will use as cleaning cloth."
"Nathan","1.0 out of 5 stars","Fabric is horrible"
"Mitch Engstrom","1.0 out of 5 stars","I wore the first shirt as is, right out of the package and it was ok. Washed the other shirts once and they shrunk excessively. These shirts are poor quality, probably just take my advice and avoid them. I really like the fruit of the loom shirts but they don’t offer an all black pack, otherwise I would have purchased those."
"Chief","1.0 out of 5 stars","Sleeves are really high, looks terrible"
"Joseph Sampson","1.0 out of 5 stars","Very cheap and over priced. I have no other complaints. You could probably get the same shirts at walmart for less."
"Amazon Customer","1.0 out of 5 stars","Cheap cotton. Rough finish inside and out. Sticks to itself and becomes a wrinkled mess when folded. Lord help you if you want to put on a flannel shirt or something fleece lined as they stick to the shirt. Bad buy!!!!"
"Sarah Winger","1.0 out of 5 stars","This is usually my go to brand for T-shirt’s, however this time I’m greatly disappointed in the quality.
After only a few wears and washes in getting holes in the armpits."
"Jack H.","1.0 out of 5 stars","I was under the impression that they were pocket T-shirts.
Very disappointed.I'll just give them away.
Not worth the hassle of returning.
That's the drawback of ordering clothes online."
"Angelo Genovese","1.0 out of 5 stars","Doctored images, just undershirts, not worth the price."
"diogenes fresh","1.0 out of 5 stars","I disliked that every shirt had loose strings that had to be cut and that I’m a large man and the shirts were loose usually I get bike shorts but I wanted to try something new I’m going back to my old and trusty"
"Portonix","1.0 out of 5 stars","Shirts are comfortable but one of them has already had a sleeve come unstitched while wearing it the second time."
"Samrat Lamichhane","1.0 out of 5 stars","I needed T-shirts to wear while at home so I brought this Large 5 pack t-shirts but they were too big for me and one of them tore after a week."
"DR350Rider","1.0 out of 5 stars","Not true to size. Probably a size and a half too small. After one wash the shirts become unwearable due to shrinking."
"Kevin Gaynor","1.0 out of 5 stars","The shirts were comfortable but the sizing was way too small compared to other shirts I've purchased at the same size. I even used the sizing chart but still ended up with the shirts being very tight on me."
"Adonis-El","1.0 out of 5 stars","I bought the red gray and blue. I got black and gray."
"Hai","1.0 out of 5 stars","These are not ""fitted"" tees by all means. These are simply Hanes Tees with a different material and brand name. Hanes are more fitted."
