"review_name","review_stars","review_comment"
"Madisen Bogard","1.0 out of 5 stars","These were definitely NOT a genuine Hanes product. There was a tear off Hanes tag in the shirts, on a tagless shirt, came in a clear bag, and say made in Honduras (not the Dominican Republic that true Hanes products say! I'm a wiz at washing clothes and these shrunk, after several washes they still feel stiff, and I'm so disappointed that my first review on a product I bought is a 1 star review! I went to Walmart and bought what I was supposed to get from this supplier and the only similarity is they're both white. Tsktsk Shame on you"
"K. Trapp","1.0 out of 5 stars","Unwearable. Bought the charcoal grey in XL to sleep in. Other reviewers mentioned shrinkage - which is in the 5-10% range after cold water wash and low heat dryer. The real issue is that these are NOT soft, even with fabric softener. This is probably due to the fact that they are a 50/50 cotton-poly blend. Be very careful with the color you choose if you want 100% cotton."
"D S","1.0 out of 5 stars","Most likely fake. Material is neither soft nor comfortable. Probably wash the color out before it even gets soft. Not tag less either. Do yourself a favor and don't buy these."
"G Jones","1.0 out of 5 stars","The shirts arrived waded together and squished into a polymailer bag unsealed. The outsider shirt was dirty in multiple spots.
Not sure if these are true Hanes products."
"BrettE","1.0 out of 5 stars","Don’t make the mistake and order these expecting comfortable shirts. I couldn’t even wear mine once before it returned them.
Hanes makes some very comfortable tees, but these are NOT them."
"Amazon Customer","1.0 out of 5 stars","I bought these in 2018 from the same Amazon listing and they were great. I wore them for a full year. I just ordered these again(literally just went to my old order and repeated it) and the product feels completely different. The material is definitely different. I have no idea what it is, but its itchy and coarse. A 100% turn around from what I bought a year ago and became my favorite shirts. Not really worth the trouble of sending these back from overseas. Very disappointed. I feel like I bought a cheap knockoff of a plain black shirt....."
"Just Roy","1.0 out of 5 stars","These have to be knock offs of real comfortsoft shirts....the ones I bought at the store are super soft...hence the name ""comfortsoft"".. The ones I bought on here are like burlap compared to mine...the material is rough and scratchy..the screen print in the neckline looks different than my store bought shirts..all in all..if you love to sleep in your shirts or just like the softness to wear all day..this is not the shirt for you...I would prefer my money back.."
"sop1lady","1.0 out of 5 stars","These shirts are NOT Comfortsoft it Comfort fit as described. They are the typical hard/crunchy/stiff/extremely uncomfortable-to-wear Hanes t-shirts. Also, they are NOT tagless. Just awful."
"Dustin","1.0 out of 5 stars","I was looking for the ""perfect fit T"" that Hanes used to make, their Medium fit me, well, perfectly. I am 6' 1"" (185cm) and around 175lb. Generally Medium shirts fit me well, however thse shirts are at least a full size larger than i would expect a medium fit. Also the cut of these shirts is fairly boxy and the fabric has no stretch to it so if you're looking for something that fits like a trash bag, this might be for you, otherwise look elsewhere."
"Eric Nordseth","1.0 out of 5 stars","Very uncomfortable, I have tagless Hanes comfort soft that I love . These are not . They have tags and feel like wool not cotton. I thought they would soften up after awhile And washing them. They don’t."
"Mooosic","1.0 out of 5 stars","Coarse material, rather thick, not comfortable like Hanes Comfort soft. Feels more like a name brand paper towel than a shirt. Too uncomfortable for Southern California summer. Will try wearing again during cold season. Picture not necessary just use your imagination.
XL in this brand is like XXL in Hanes Comfort fit. size down if you enjoy wearing paper towels."
"Ronald Mulhern","1.0 out of 5 stars","Ordered same size that I had ordered previously of the Hanes Brand. In fact I ordered 4 t-shirts! To much “bother” to return so I wear them as “paint shirts”! Tolally NOT appropriate to wear in public as they are WAY too “sloppy” ..."
"Ryan Grande","1.0 out of 5 stars","Not only are these not even remotely comfortable, they’re itchy. I bought them in black and white after reading an article claiming they were top ten most comfortable tees for men (CLEARLY paid advertising there). I highly recommend avoiding these, you’ll be disappointed.
I tried them on, felt awful, tried washing them and using fabric softener. Still awful. I donated them."
"Amazon Customer","1.0 out of 5 stars","Advertised as ""ComfortSoft"" model which has a specific softness and is tagless, but received a non-ComfortSoft model. I requested the advertised version and the second set received was the not ComfortSoft version again."
"Gerry","1.0 out of 5 stars","They are NOT soft. I have old Hanes T-Shirts and those are still soft. But this is either a fake or Hanes doesn’t have any quality control. It says clearly that the shirts are soft but they are scratchy."
"Sue C.","1.0 out of 5 stars","I ordered the “Comfort Soft “ tshirt because I have several and love their fit and feel.
As soon as these arrived I knew there were just the low end plain old Haines Tshirt. After washing the shrink to aM edium size so now my husband has new work shirts to mechanic in."
"Sara Shell","1.0 out of 5 stars","The ones I received are fake, they are not actual Hanes. They are too thick, and just have a fake tag seen in that says ""Hanes"" with basic product information printed on the shirt but no brand name."
"Amazon Customer","1.0 out of 5 stars","I ordered these shirts to replace ones I've bought in the past. The ones I bought in the past were way more comfortable than these ones. The ones I was sent are 100% cotton, even though the ones I ordered were supposed to be some percentage polyester mix. My old ones are 25% polyester 75% cotton. Maybe it's possible I got sent some kind of knock off. These are not only less comfortable, they are sized slightly small. I'm returning the ones I bought."
"LA Hillbilly","1.0 out of 5 stars","says 100% cotton... but these T-shirts are not soft nor as comfortable as any of my other Hanes t-shirts. They are rough /scratchy. The packaging and label seem to suggest a ""low end"" Hanes discount/bulk bin product. I am disappointed."
"P & K Walsh","1.0 out of 5 stars","I was really excited to use these as bed shirts - they are call comfort and soft. The pack I received were neither conformable or soft. Very rough and coarse fabric. I don't get why everyone is rating this product so high, other than it's a cheap 4 pack of shirts. I'm wondering if I received a bad batch? I returned them."
"Zak","1.0 out of 5 stars","These are NOT Hanes Comfortsoft T-Shirts! These are the cheap, thick, scratchy T-Shirts that people throw away. They say ""Hanes"" on them but I wouldn't be surprised if they were knock-offs. I have had ComfortSoft shirts before, and they are much thinner and very soft. Buyer beware!"
"Mike G","1.0 out of 5 stars","These are not Comfortsoft shirts, i would be willing to bet they are not even hanes. These are similar to the gildan heavy weight cotton shirts i used to wear for work, they are not that comfortable, shrink a lot, and are actually more expensive/less quality than the last gildan shirts I bought. I got mine with most of the threads falling out of the bottom seams. These are absolute garbage, dont waste your money!!!"
"K. MacDonald","1.0 out of 5 stars","This isn't what I expected at all. With the number of positive reviews I expected a decent product. These are not soft at all. Smaller than expected and just plain not comfortable at all. The material is almost stiff, scratchy and very uncomfortable. They will make great rags."
"Micah J Jakes","1.0 out of 5 stars","These are not Comfortsoft shirts. These have a tag on the collar. Real Comfortsoft are tagless. Came in unmarked clear plastic. Not a retail package. These look like bulk shirts that a screen print shop would use."
"Kuehnau","",""
"Shirley's keeper","1.0 out of 5 stars","First , these aren’t Hanes comfort line , These are no more than regulate tee shirts black in color , Confort is 50% polyester and 50% cotton , the once sent me are 100% cotton , and they want me to take a 1.50 restocking fee to return them ,"
"zak","1.0 out of 5 stars","These shirts are so itchy they feel as though they are made from fiberglass. Horrible product. I thought they would soften up after washing a few times but I was wrong."
"fender553","1.0 out of 5 stars","These t shirts are not the comfort soft as advertised.what a big rip off!!!!!!"
"jacjac23","1.0 out of 5 stars","Was supposed to receive a pack of 4. Only received 1 shirt. The third party did refund me for the three shirts but it’s a bit disappointing as I can’t reallt give a pack of one Hanes shirts as a stocking stuffer."
"Stephen R","1.0 out of 5 stars","I don't understand how Hanes can have such a difference in quality in their t-shirts from pack to pack. I bought the same exact pack of t-shirts a little over a month ago and they were great, every pack of t-shirts I've bought since have been either too big, too boxy, or just itchy and uncomfortable this is the last time I give any more of my money to this company and i guess I'll have to look elsewhere from now on."
"Biagio C.","1.0 out of 5 stars","Either Hanes has really lowered their quality or these are knock offs. Didn't fit, scratchy material. Shrunk 2 sizes in first wash and dry. Gave them to a friend to workout in. Don't waste your $$"
"W. G. Cooney","1.0 out of 5 stars","These shirts appear to be inauthentic. The tags, the feel, everything feels and looks wrong. I have no proof, but if these were real, I would be moving on from Hanes whose shirts have always been great for me. Do not buy from this listing!"
"woody","1.0 out of 5 stars","These aren't up to date Hanes shirts. They still have the scratchy tag. Not soft for daily wearing and not thick enough to be a blue collar work T Shirt. I hated them so much I bought Amazon's brand and those are much better."
"JW","1.0 out of 5 stars","Did not send comfort soft shirts. Sent regular Hanes shirts. There is a difference."
"Clark","1.0 out of 5 stars","Very scratchy despite washing it several times before Wearing it. It has not gotten better with wear. Collar stitching is not flat, so it rubs."
"andrew","1.0 out of 5 stars","The fabric is very cheap and uncomfortable. Not enough fabric softner to fix this burlap-like material. Also, the color is more red than orange.
I would say ""you get what you pay for"" except that walmart has nice, comfortable orange work shirts for just over 4 bucks ea."
"readsalot","1.0 out of 5 stars","I've purchased Hanes Comfort Soft t-shirts before and these ain't them. These are stiff and scratchy. They also don't have ""comfort soft"" on the label like the other ones I've purchased. Counterfeit?"
"S.Wells","1.0 out of 5 stars","These are nice shirts but they run short and shrink even more when washed.
Update - already getting hole in arm seam. Do not recommend"
"Nick","1.0 out of 5 stars","Not the Hanes tagless Comfort Tee's I expected.
These are the Heavy Duty Comfort Ts in a 4 Pack. I whish the Black 4 Pack description said that. They are much thicker than a normal Hanes Under shirt.
The neck collar on one of the shirts is almost more like a V neck than a regular Crew.
I think they are Hanes quality control rejects or fakes. Next time I'll just buy direct from Hanes."
"Amazon Customer","1.0 out of 5 stars","These have tags, they are not the comfort soft shirts and they smell weird- like vinegar! Uncomfortable, stiff material! Very disappointed!"
"Kristen price","1.0 out of 5 stars","Not as advertised. These are knock offs do not buy them. They are not the real deal and the material is really cheap. Even after washing they feel like nylon or some weird cheap material. These shirts suck."
"Les","1.0 out of 5 stars","These are awful shirts. They are very small and when washed on cold and hung to dry, they shrunk to the point I couldn’t put it over my head. It also has tags and are ridiculously thick. Don’t buy these. I didn’t send them back because our Post Office is crowded. Also, they weren’t even what I ordered. I’m just not that picky so I thought I’d just wear them. That’s not possible. These are THE WORST SHIRTS."
"Wireless wizard","1.0 out of 5 stars","Not soft at all and they shrink quick! If looking to buy for an undershirt, look elsewhere. If looking to buy as a regular shirt, look elsewhere. Way too itchy and rough, even after washing."
"Amazon Customer","1.0 out of 5 stars","These T shirts arrived in a clear plastic bag. The tags were not Hanes official logo. And Hanes T-shirts do not have a tag on the inside bottom of there t-Shirts. Do not waste your time buying. Don’t why Amazon doesn’t believe there are a lot of cheater and scammers in this world."
"Hermeneusis","1.0 out of 5 stars","These are significantly heavier than the Comfortsoft line.
These do not have the Comfortsoft label printed, instead there is a tag. The tag is very easy to remove just by pulling, but it's simply not the product that is listed."
"frank camarena","1.0 out of 5 stars","I bought these black shirts a while back and the tag said Hanes, I reordered some more a couple of weeks ago, and it has a fake Hanes tag on it and they were thin. I should have sent them back but I kept them today one of the shirts ripped at the left shoulder. New shirt. Never again...."
"P.F","1.0 out of 5 stars","NOT ComfortSoft at all! You can see in te pictures that they don’t say ComfortSoft. Just standard fabric, very itchy and uncomfortable. I didn’t pay attention to those reviews stating those facts and well, it turns out they were right! Really disappointed."
"Gregory Maciejewski","1.0 out of 5 stars","I ordered 1 size larger than I wear which fit ok out of the package. I wear a large, ordered XL. I washed them in cold water on delicate , dried on gentle low heat. They shrunk so small I can barely get them on. They are junk. The only winner here is the Salvation Army who will get these when the bag is full and donation time comes."
"Stephanie","1.0 out of 5 stars","As other reviewers have noted, these are NOT COMFORTSOFT. Amazon, please remove these sellers from your site for false advertising. ComfortSoft fits much better than these ridiculous things."
"Anangke","1.0 out of 5 stars","These run two sizes small. The size I got should have been like a dress on me but it barely fit. I understand why these were on sale."
"G-Man","1.0 out of 5 stars","I had purchased ComfortSoft T-Shirts at a traditional store and were very please with fit and soft material. Even though these shirts are listed as ComfortSoft, they did not feel like the same material. These shirts were a bit small initially, material a little too heavy , definitely not soft, and shrunk up after the first few washes. I was sorry I purchased 3 packages of 4 shirts each. I had to throw them all away. Not sure what happened here."
"Nicholas A.","1.0 out of 5 stars","I bought the 4 pack in white. These are not the ComfortSoft shirts that are advertised. They have a tag and do not say ComfortSoft anywhere on them. They came in a plain, clear plastic bag. For all I know this may be the exact same material and cut as the ComfortSoft, but I doubt this product was actually produced by Hanes. Seems to be just another ripoff, which are becoming all too common on Amazon."
"codeman","1.0 out of 5 stars","I am very disappointed that Amazon would try to pass a cheap knock off as the real thing. If you own Hanes comfort soft tees like the ones pictures you know they are tagless. I do own them but what they sent was some cheap short with the Hanes label sewn in The material was thin and cheap. It was not the thick comfortable material you get when you purchase true Hanes comfort soft tees. I've added pictures to show you what I received versus what I own. I specifically searched for and ordered the shirt they have pictured. I received the cheap stuff."
"Tabitha","1.0 out of 5 stars","Perfect if you like the feeling of burlap scratching the crap out of your skin. Even after several washings, these shirts are unbearably scratchy. I tried wearing one but didn't last five minutes. Also, the arm holes are weird and cause the back to pull tight when moving. Normally I donate unwanted clothing, but these are so bad that they're going to the trash."
"Victoria","1.0 out of 5 stars","They fit in the gigantic tent way I wanted them to, however, they're definitely not worth five dollar a shirt. They're cheap, rough fabric with no breath-ability. Terrible. I was cheated. Would never buy again. Probably fake Hanes, I don't remember them being this scratchy and cheap."
"Shane Smith","1.0 out of 5 stars","I guess these are hit or miss. I bought a set of these a few years ago and loved them. Very disappointed with this purchase. Items arrived in a plastic bag with no hanes branding. Items shrunk considerably in wash. The shirts are very uncomfortable to wear...they almost feel like you have them on backwards they seem restrictive in areas. If I hadn't already washed them I would return them. I would avoid these shirts in the future."
"A Reviewer","1.0 out of 5 stars","Neck is too loose, rides up digging into my neck. Shirt is too long, so it grabs and pulls the shirt down. Generally bad fit."
"Jeremy H.","1.0 out of 5 stars","Comparing to the last time I bought these, these are garbage. Even after washing and stressing, they are uncomfortable and scratchy as all get out. I cannot stand these and will never buy them again. Which is a shame, because the original bunch I bought were my goto black cotton shirts."
"See Jay","1.0 out of 5 stars","Absolutely counterfeit. I've been wearing the real comfort soft shirts for years. These are not even close. Not only do they lack the correct tags and stitching. The fabric is way to heavy and scratchy.
Do not buy"
"ableable","1.0 out of 5 stars","Disappointing, because the color is not very dark. I ordered ""black"" and they are black but they aren't a deep or dark black, they are more like a pale-colored black, and that makes the shirts look washed-out even before the first washing. Also the packaging was a bit unusual in that the T-shirts were in a clear sealed plastic bag, without any labeling/marking at all. They were not in ""Hanes"" traditional packaging. I wouldn't buy them again, not because of the packaging, but because of the off-putting color."
"JN","1.0 out of 5 stars","This is a good undershirt except for the iron-on label in the back. If you have never been irritated by labels causing you to scratch you back all day then this shirt is good. For me, the label is irritating on the first wear and after a few times in drier starts to flake and the irritation is simply unbearable. If they made the same shirt with a standard label that could be cut off then this review would be a 5 but the irritating and non-removable label causes me to wear the shirt inside out."
"Nilbog","1.0 out of 5 stars","Other Heather shirts that I have feel nice comfortable and soft. This is just a rough material not soft whatsoever."
"Ashma","1.0 out of 5 stars","The item is not worth it. It’s not tagless, it’s not what I expected form Hanes, being the company they are. All my shirts were different size,length, and style. Now keep in mind there were all small, but looked like and felt like large, extra large, and medium. I’m very disappointed in Amazon and this company. If your looking to purchase t-shirts that are Hanes go to the Hanes store or choose another vendor.
Never again
Thanks Amazon"
"neilio","1.0 out of 5 stars","Not what expected. coarse fabric. Can I block offerings from this vendor in the future? Why would anyone want a t-shirt like this. underhanded vendor"
"K.T.","1.0 out of 5 stars","I bought them oversized for sleep shirts and they are so scratchy, so uncomfortable after 3 washes. Very disappointed."
"TJ","1.0 out of 5 stars","I ordered these in large size and they are way too small, not at all like the large Hanes Comfortsoft that I bought from Wal-Mart. They are like a cheap made t-shirt with the Hanes logo. Also, they are heavy and not the thin undershirt like I was expecting by the description. I thought this was a better deal at the time but wasn't worth it. I should have took more time reading through the reviews but I figured, how much different can it be from the same brand in the stores."
"Kathy","1.0 out of 5 stars","Awful! They looked a little big and smelled funny out of the package. I popped them in the washer and dryer.... they shrunk more than two sizes! No way these will fit now. I'm so disappointed! Literally shrunk to nothing!"
"Mark Van","1.0 out of 5 stars","UPDATE: Washed these over and over with fabric softener to no avail. Still scratchy and irritating. I’ve had many a Hanes T-shirt and these definitely are not HANES COMFORT T-SHIRTS! —-I have to say these are not like the shirts I purchased from a local store. They are not as soft and even after washing 3 times are a bit scratchy."
"Ryan Hartley - Video Editor","1.0 out of 5 stars","Do you like a full body hug from a cactus? Good! These aren’t the same Hanes black pocket t shirts I ordered prior times. This shirt feels like crap! Cheap, bad quality, poorly made, no pocket."
"The904","1.0 out of 5 stars","As many others have said, these shirts are a KNOCK OFF. Please do not buy these.
They are not tag less and appear to be cheaply made. Comfort Soft isn't mentioned anywhere at all."
"eric salamon","1.0 out of 5 stars","i bought these to wear ""underneath"" my other shirts/garments......not to stick out the bottom of what i am wearing over it."
"daniel obrien","1.0 out of 5 stars","These shirts were very thin and see through. You can easily see my nipples through them which is obviously not desirable in a shirt. No where did they advertise that they were see through. Very cheap and thin material on the plain white medium shirts I ordered, I returned them."
"Nicole P.","1.0 out of 5 stars","I'm very unhappy with this purchase. I've ordered Hanes comfort soft before and they were great. Size M is true to size. I bought them again from Amazon and these are not Hanes and not comfort soft. They are heavy weight and scratchy and humongous for a size M. They are more of an XL and seem to be a knock off..."
"Joseph","1.0 out of 5 stars","bad quality. not usual hanes. somthing off with fit feel size and quality. as well as the tag and packaging"
"Bethmostdays","1.0 out of 5 stars","I think I received a knock off because while it does have a tear away tag it does NOT have the hanes logo that is on every tagless item they sell. All mine has printed on the shirt is XL/TG/XG made in HAITI BUT NO HANES LOGO. Even the picture of the product you can see the logo printed on the shirt. Itso also supposed to be a comfort shirt but it's real rough and scratchy. The XL is more like a 2xl."
"cbseattle","1.0 out of 5 stars","I was hoping that it would feel like cotton since it claims to be 99% cotton, but it feels like polyester. Very disappointed."
"DJ","1.0 out of 5 stars","I believe that these shirts are not authentic Hanes. They arrived folded oddly in a clear plastic bag, not in any type of hanes packaging. The material is thick and not soft at all and they had weird lint all over them. As far as the fit goes, they shrunk considerably which I was expecting. They are very narrow but very long."
"Jim","1.0 out of 5 stars","You want to buy shirts with loose threads and necks that are way too large out of the box, these are for you."
"Ghost","1.0 out of 5 stars","I purchased this because I love to wear Hanes, they're comfortable and typically have good longevity. These how ever, ALL shrunk after 1 wash to a size that was uncomfortable to wear, very disappointed. Compared to my other Hanes, these have a little tag that says ""Hanes"" when the real brand doesn't even use a tag anymore.... do not buy."
"Seth Merrill","1.0 out of 5 stars","Don’t put these in the dryer! What happened to preshrunk? I can’t wear these and I knew it after wearing the very first one. They are almost perfect and then if you wash and dry them they shrink to the point that it won’t cover your torso if you raise your arms passed your shoulders"
"Mom","1.0 out of 5 stars","Are these childrens size? Very very small. My husband wears a medium. These would fit a ten year old."
"Radioflyer55","1.0 out of 5 stars","Somehow this product was misleading, it describes as Comfortsoft but it's not. It feels scratchy.
It came in plastic bag not original packaging as value pack like the ones you'll find in Walmart.
It has a tag which you can remove but I was expecting a tagless, comfortsoft t-shirts."
"Andrew T.","1.0 out of 5 stars","The shirts are NOT tagless nor are they the comfortsoft shirts the description stated."
"LIN C","1.0 out of 5 stars","I put them in the washer before use and after the dryer, what were XL size turned into a small. What a tip off. Will be using tmas shop rags now."
"Nick Charles","1.0 out of 5 stars","I bought these shirts because they were cotton ""ComfortSoft"". The fabric is very thin and quite scratchy. It is not comfortable at all. Also the shirts were larger than I expected. They were a very loose fit. These shirts are going back."
"MT","1.0 out of 5 stars","As you can see there are bugs in my package. I ordered this package a few weeks ago and I hadn’t opened it yet. I bought it for PE at school. These might be moth larvae."
"Neal","1.0 out of 5 stars","The first time i ordered these they were comfortsoft tagless tshirts. This time there was a tag and it did not say comfortsoft. Also, i washed them before wearing them and noticed that they shrunk alot more than the ones I have purchased in the past. Dehinatley not the same tshirt!!! Will go to Walmart or Target from now on so I can put my hands on them. Sorry Amazon"
"MDJ","1.0 out of 5 stars","I did not want the heavyweight shirts! I was so furious after they were already washed and I put one on. The heavyweight shirts are no different, or better, than a gildan or basic cheap shirt. These are not comfortsoft by any means, very rough and rigid."
"molly","1.0 out of 5 stars","Hanes used to make really good tshirts. The Hanes 'perfect t' really was a perfect shirt, soft and cut well. Then they discontinued it. No idea why. Then they made the 'comfort soft' t shirt, 90/10 blend. It was still pretty good. But now their comfort soft 90/10 blend is poor quality, not soft at all, very scratchy, feels almost like 100% polyester, and is cut weird. Def not for american body style. Don't know why no one can make soft cotton shirts anymore. weird."
"Heavyweight rags","1.0 out of 5 stars","So it says comfort soft T shirt in the title. Walmart has been out of stock. They are tagless at Walmart. Also these are heavy weight. I should have read the entire description down at the bottom. Who has that kind of time. It should have stated that in the top description. Rags... just rags. Misleading and I’m done with Hanes. Why tags and tagless heavy weight light weight. Feels like your unloading old outdated stock."
"Amazon Customer","1.0 out of 5 stars","NOT COMFORT SOFT SHIRTS . I'LL keep them and use them for work . I'll take a ride to WALMART and get Fruit of the Loom"
"stephen s.","1.0 out of 5 stars","Two of the shirts had extremely bad sewing on the sleeves. It made it feel like the shirt was on backwards so they will end up being thrown out or sleeves cut off."
"Brad","1.0 out of 5 stars","These t-shirts creep up in the front while being worn, putting pressure on the front of my neck. I'll start to wonder if I put it on backward, but then I'll see the ""tag"" in back. They are the least comfortable t-shirts I have ever worn. They don't feel right. They are shaped kind of strangely, not meant for a male human's body. I have to stretch them in various places after putting them on, because they feel so weird. Are these t-shirts meant for aliens or perhaps an animal?"
"G. G.","1.0 out of 5 stars","Been wearing Hanes ComfortSoft for quite a while, and they're good, but I never bought from Amazon. Ordered these in black and they were good quality, so I ordered them in ash. One wash and they shrank to one size smaller. Annoyed that quality control for Amazon products would be so undependable."
"Leonardo Torres","1.0 out of 5 stars","Very surprised and disappointed with this pack of shirts, I wore the tee shirt maybe once and i notice holes under the arm on the seam it came apart 3 outta the 4 tee shirts. Now i got to think about order them on line again first time this happen not worth sending them back. made in Honduras everything you buy now is made outside of the USA.."
"enxo","1.0 out of 5 stars","cheap shirt.. im not a beefy body trying to fit into a 'small/tight' tee.. the fit is loose, i pulled the shirt to adjust it and tuck it in? and the seams at the sleeve popped... dumb. poorly made. must be knock offs? idk. not worth the dime."
"Treybien","1.0 out of 5 stars","The fabric of the shirts I received is rough and thick. Luckily, I bought them with bonus points, so I will give them to charity and buy some good shirts from a company with better quality control. The Hanes Perfect T set the standard for me - too bad that it is no longer available and the ones I have are almost all worn out."
"Leila","1.0 out of 5 stars","Imitation hanes, not real quality"
"Cameron SK","1.0 out of 5 stars","I've purchased this brand and style numerous times. What I got was not the correct fabric, fit or even cut. There was even extra fabric hanging off of it on the shoulder. Disappointed. If I could give it a 0 I would."
"I am Jayjay","1.0 out of 5 stars","Not comfort soft"
"Beatnik","1.0 out of 5 stars","Opened, washed and wore four hours and stitching is already falling apart. Fabric is making fuzz balls. Hard to buy online and know if you're getting counterfit product, but I doubt Hanes made these."
"Chris","1.0 out of 5 stars","I've bought these about 10 times now and wondered why I kept having to buy them again. After comparing a new one with one that I washed once in cold water and dried in low heat, it shrank about 2 and 1/2 inches from top to bottom, over 3/4 inches on the sleeves. My suggestion is to buy in a size larger."
"Ryan P","1.0 out of 5 stars","These were not Hanes Comfort Soft t-shirts. They are evidently knock offs. They come with a tag and the material is not th same as my other Hanes Comfort Softt-shirts (purchased at Wal-Mart). I will be sending these back."
"Scott McPartland","1.0 out of 5 stars","Total garbage knock off item. NOT Hanes at all even though cheap looking tag said ""Hanes"". Arrived in a generic see through plastic bag with NO name on it. Shrunk after the first wash, and material felt like sand paper on me."
"D. Mendez","1.0 out of 5 stars","Total knock off. Not Hanes Comfortsoft as advertised. These are made in the Dominican republic and are of extremely poor quality and NOT tagless (see photo) If you're looking for the Comfortsoft line, keep looking because these ARE NOT IT!"
"DC","1.0 out of 5 stars","Pictures say its a Hanes 5280 which is a tagless shirt. These showed up with a Hanes tag and then a screen printed tag with no brand. These can't be real Hanes shirts. Either way. Not as what's described."
"Kindle Customer","1.0 out of 5 stars","Terrible material; feels like flexible cardboard, but not as comfortable. I was already mad at my son so I gave the shirts to him."
"Magdaly","1.0 out of 5 stars","This is not Hanes. It came with a tag, but it is supposed to be tagless. Granted, it was a hanes tag but it coukd have been added after the fact.
Amazon needs to shut these guys down!"
"o","1.0 out of 5 stars","These t shirts were advertised as ""Hanes Comfort Soft"" Tees. What arrived is a pack of t-shirts in plain plastic wrapping. The large tag says ""hanes"", that's it. Hanes comfort soft tees are printed inside the collar that they are comfort soft. T-shirts were okay... but thin."
"Big Dave","1.0 out of 5 stars","Thought these would be better made than Fruit of the Loom stuff from Walmart...but more expensive and worse quality."
"Just an opinion","1.0 out of 5 stars","The fabric feels scratchy and uncomfortable. I washed them in cold water and dried them on low heat and they still shrunk to size small and therefore unwearable to me."
"spencerc6","1.0 out of 5 stars","I thought I ordered pocket tees. These are not. My mistake. But they are HUGE. If you need an emergency natural disaster tent, buy a pack of these. Spray them with whichever waterproofing liquid you prefer, and store them til you need an emergency shelter."
"Dee Dyer","1.0 out of 5 stars","Not soft at all. My husband wears a medium. Even the extra large was tOo small. Junk"
"Britney L","1.0 out of 5 stars","After 1 wash the shirts lose 6 inches in length. The shirts aren’t soft. Will purchase different brand next time as I wear these as undershirts everyday for work. Unless you like belly shirts."
"J. Doyle","1.0 out of 5 stars","These T-Shirts were not only incorrectly labeled but were shipped in a rolled up ball and thrown into an unmarked envelope with no evidence of any Hanes packaging - only the ink printed on the fabric. I have been buying Hanes for 30 years and never have I received something in this manner and never has a large been made as large as these t-shirts."
"bookygrams","1.0 out of 5 stars","I bought the 4x, which is what my son wears. The shirts are small (maybe 3x at most), the neck is too small (it cchokes) and it barely covers his stomach. What a joke!"
"Brian Cochran","1.0 out of 5 stars","I ordered a size big to allow for shirking and it fits good. But I rated this so low because it said it was 100% cotton. That is the only reason I bought it as my job has to have that for saftey reasons. I had already washed them when I seen the tag and there not even close to 100% cotton."
"jefferzbooboo","1.0 out of 5 stars","Buyer beware, these are cheap knock offs. They came in a clear plastic bag."
"S. Gray","1.0 out of 5 stars","These weren't soft and the label said 50% cotton, 50% polyester. They felt like it. I sent them back and will continue buying thrift store t-shirts to sleep in."
"Brian","1.0 out of 5 stars","The material is tough. Not soft. I’m a 6’ 300lb guy and the arm lengths are way too long."
"Amazon Customer","1.0 out of 5 stars","I KNOW WHAT YOU'RE THINKING - NOPE. WASHED THEM THE SAME WAY I'VE BEEN WASHING MY T-SHIRTS FOR DECADES.... WARM/COLD WASH AND PERM PRESS DRY. AND ALL MY T-SHIRTS ARE LARGE, SAME AS THESE. ALSO ""100% COTTON"" MY BUTT. THESE THINGS STREEEEEETCH. COLOR WAS ASH. (THE PRODUCT DESCRIPTION SAYS 'STEEL' COLOR IS 90% COTTON.) THE STAMP ON THE SHIRT SAYS 99% COTTON, 1% POLY. NO WAY -- STRETCHES AND FEELS LIKE AN ITCHY, SCRATCHY POLY T."
"Kenneth f.","1.0 out of 5 stars","I have bought Hanes t shirts before and was happy with them but these are garbage,so far two of them have started to unravel when wearing with the threads unraveling and now i have a big hole in the underside of the sleeves so i won't be buying these again."
"The Dougie","1.0 out of 5 stars","I an a average build and 6 foot tall as soon as I washed these shirts they shrunk up to become belly shirts. So if you are over 5'10 they will not work. Right in the trash they go...."
"Kaci Cooper","1.0 out of 5 stars","I ordered the 4 pack but was only sent 1 t-shirt. Buyer beware- this appears to be a scam."
"Jimmy","1.0 out of 5 stars","I ordered these thinking I was getting Haynes Soft T-shirts. I wear white t-shirts every day for work and figured for the price I'd order 2 (4) packs. Got them in today, unboxed them and at 1st sight I new these were fake. Made in Honduras REALLY and it feels like I have sandpaper on for a shirt. It's to much of a hassle to send these back so I'll use them as rags. AMAZON please stop allowing folks to sell fake stuff on Amazon......."
"Bob Dale","1.0 out of 5 stars","Worn twice, washed once shirt started coming apart at the seems. Terrible quality"
"Fatone","1.0 out of 5 stars","Good for the first wear then they basically shrink into a little kids shirt with stretched out neck holes. I just ended up throwing them all in the garbage"
"Kayla m.","1.0 out of 5 stars","I bought these for my boyfriend like I always do and these are not Hanes comfortsoft. They are fake. They are bad material, they have tags and they don’t fit the same or wash well ( because they are not Hanes ) ."
"James K.","1.0 out of 5 stars","Shirts are completely useless after 1 wash and dry. I've never had Hanes t-shirts that shrunk like these. Sad thing is, I was unable to return them after going away for a few weeks."
